brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
Ford,F-250 Lariat,2016,122650.0,Diesel,6-Speed A/T,Gray,Black,None reported,Yes,38900.0,9,440.0,8.0,Diesel,1.9021075265461744
Subaru,BRZ Limited,2022,14000.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,34999.0,3,228.0,4.0,Gasoline,0.8754687377705666
Lexus,LS 460 Base,2008,100868.0,Gasoline,8-Speed A/T,Black,Beige,None reported,Yes,15397.0,17,380.0,8.0,Gasoline,1.5260563037124406
Land,Rover Range Rover Sport HSE,2013,111000.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,12,375.0,8.0,Gasoline,1.6094379126341003
Cadillac,Escalade Sport Platinum,2021,38500.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,94995.0,4,420.0,8.0,Gasoline,1.8245492922123363
Nissan,Pathfinder S,2020,41250.0,Gasoline,CVT Transmission,White,–,None reported,Yes,21865.0,5,284.0,6.0,Gasoline,1.2527629687810824
MINI,Cooper S Base,2006,99600.0,Gasoline,6-Speed A/T,Orange,Black,None reported,Yes,5500.0,19,168.0,4.0,Gasoline,0.4700036298707357
Porsche,911 Carrera S,2013,52044.0,Gasoline,7-Speed M/T,White,Gray,None reported,Yes,76500.0,12,400.0,6.0,Gasoline,1.335001066995498
MINI,Hardtop Cooper S,2022,23777.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,30000.0,3,189.0,4.0,Gasoline,0.6931471810599453
Ford,F-150 Platinum,2018,60660.0,Gasoline,A/T,Gold,Black,At least 1 accident or damage reported,Yes,46900.0,7,375.0,6.0,Gasoline,1.2527629687810824
Lexus,RX 350 F Sport Performance,2020,53750.0,Gasoline,A/T,Black,Red,None reported,Yes,32600.0,5,295.0,6.0,Gasoline,1.2527629687810824
Porsche,911 Carrera Cabriolet,2006,96275.0,Gasoline,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,52500.0,19,325.0,6.0,Gasoline,1.280933845739842
RAM,1500 SLT,2017,73690.0,Gasoline,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27000.0,8,395.0,8.0,Gasoline,1.7404661750159431
Toyota,Tacoma Base,2009,48750.0,Gasoline,M/T,Brown,Silver,None reported,Yes,17900.0,16,159.0,4.0,Gasoline,0.9932517733806538
Cadillac,SRX Performance Collection,2011,124542.0,Gasoline,6-Speed A/T,Gray,Beige,None reported,Yes,8450.0,14,265.0,6.0,Gasoline,1.0986122890014431
Ford,Mustang GT Premium,2010,69000.0,Gasoline,5-Speed A/T,White,Black,None reported,Yes,20000.0,15,315.0,8.0,Gasoline,1.5260563037124406
Dodge,Ram 2500 Laramie Quad Cab,2004,148000.0,Diesel,4-Speed A/T,Black,Beige,None reported,Yes,19000.0,21,250.0,6.0,Diesel,1.7749523510811651
BMW,650 i,2006,122141.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,10500.0,19,360.0,8.0,Gasoline,1.5686159181221786
Subaru,Impreza WRX,2012,106000.0,Gasoline,M/T,Black,Black,None reported,Yes,15000.0,13,265.0,4.0,Gasoline,0.9162907322741553
Ford,Edge Titanium,2017,113294.0,Gasoline,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,16500.0,8,245.0,4.0,Gasoline,0.6931471810599453
RAM,1500 Rebel,2018,54800.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,37050.0,7,395.0,8.0,Gasoline,1.7404661750159431
Ford,Explorer XLT,2017,161000.0,Gasoline,6-Speed A/T,Gray,Black,None reported,Yes,17500.0,8,290.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755.0,Gasoline,9-Speed A/T,Black,Black,None reported,Yes,61350.0,6,385.0,6.0,Gasoline,1.0986122890014431
Audi,Q5 2.0T Premium Plus,2016,52105.0,E85 Flex Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,20499.0,9,220.0,4.0,Flex Fuel,0.6931471810599453
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081.0,Gasoline,5-Speed A/T,White,Beige,None reported,Yes,12500.0,22,302.0,8.0,Gasoline,1.6094379126341003
Bentley,Bentayga V8,2021,24500.0,Gasoline,8-Speed A/T,White,White,None reported,Yes,165000.0,4,542.0,8.0,Gasoline,1.3862943613698906
Jeep,Gladiator Overland,2021,4100.0,Gasoline,A/T,Black,Black,None reported,Yes,55000.0,4,285.0,6.0,Gasoline,1.280933845739842
Dodge,Charger SE,2017,63250.0,Gasoline,A/T,Red,Black,None reported,Yes,18650.0,8,292.0,6.0,Gasoline,1.280933845739842
Lincoln,MKX Black Label,2017,69431.0,Gasoline,6-Speed A/T,Silver,Black,None reported,Yes,26500.0,8,335.0,6.0,Gasoline,0.9932517733806538
Ford,F-350 Platinum,2022,23850.0,Diesel,10-Speed A/T,Silver,Black,None reported,Yes,99750.0,3,475.0,8.0,Diesel,1.9021075265461744
Mercedes-Benz,Sprinter High Roof,2015,1500.0,Diesel,A/T,White,Gray,None reported,Yes,39500.0,10,188.0,6.0,Diesel,1.0986122890014431
Dodge,Challenger GT,2021,40000.0,Gasoline,A/T,Black,Black,None reported,Yes,32500.0,4,303.0,6.0,Gasoline,1.280933845739842
Audi,S4 3.0 Prestige,2012,38718.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,31000.0,13,333.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344.0,Diesel,7-Speed A/T,Red,Black,None reported,Yes,56500.0,4,188.0,6.0,Diesel,1.0986122890014431
Porsche,911 Carrera 4S,2002,119500.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,36995.0,23,320.0,6.0,Gasoline,1.280933845739842
Ford,Expedition Max Limited,2021,30918.0,Gasoline,10-Speed A/T,White,Beige,None reported,Yes,51999.0,4,375.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Corvette Stingray w/3LT,2023,1100.0,Gasoline,8-Speed A/T,Gray,Beige,None reported,Yes,92000.0,2,490.0,8.0,Gasoline,1.8245492922123363
Mercedes-Benz,C-Class C 300,2019,40000.0,Gasoline,A/T,Blue,Black,None reported,Yes,27900.0,6,255.0,4.0,Gasoline,0.6931471810599453
Jeep,Grand Cherokee Limited,2005,100500.0,Gasoline,A/T,Black,Gray,None reported,Yes,9998.0,20,325.0,8.0,Gasoline,1.7404661750159431
Dodge,Charger SRT Hellcat,2020,54320.0,Gasoline,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,67000.0,5,707.0,8.0,Gasoline,1.8245492922123363
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000.0,Gasoline,A/T,Black,Black,None reported,Yes,23450.0,7,241.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Carrera S,2020,28000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,134999.0,5,443.0,6.0,Gasoline,1.0986122890014431
Porsche,911 GT3,2022,1750.0,Gasoline,7-Speed A/T,White,Black,None reported,Yes,275000.0,3,502.0,6.0,Gasoline,1.3862943613698906
Cadillac,DTS Luxury,2007,130000.0,Gasoline,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3499.0,18,275.0,8.0,Gasoline,1.5260563037124406
Mercedes-Benz,S-Class S 550,2016,78101.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,34500.0,9,449.0,8.0,Gasoline,1.547562508928779
Chevrolet,Malibu 1LT,2017,54000.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,16000.0,8,160.0,4.0,Gasoline,0.4054651087748311
Nissan,Quest SL,2011,185000.0,Gasoline,A/T,White,Gray,At least 1 accident or damage reported,Yes,7500.0,14,260.0,6.0,Gasoline,1.2527629687810824
Mercedes-Benz,SLK-Class SLK 250,2015,49000.0,Gasoline,7-Speed A/T,Blue,Beige,None reported,Yes,23500.0,10,201.0,4.0,Gasoline,0.5877866654576747
GMC,Sierra 2500 Denali,2024,2043.0,Gasoline,10-Speed A/T,White,Black,None reported,Yes,81500.0,1,401.0,8.0,Gasoline,1.887069649183895
Lexus,RX 350 Base,2016,71750.0,Gasoline,8-Speed A/T,Black,Brown,None reported,Yes,28000.0,9,295.0,6.0,Gasoline,1.2527629687810824
BMW,330 i,2019,42200.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,27500.0,6,255.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,GLC 300 Base,2020,42717.0,Gasoline,A/T,Gold,Beige,None reported,Yes,33500.0,5,255.0,4.0,Gasoline,0.6931471810599453
Ford,Bronco Outer Banks,2023,1800.0,Gasoline,10-Speed A/T,Gray,Blue,,,54900.0,2,275.0,4.0,Gasoline,0.8329091233698865
Scion,FR-S Monogram,2014,163019.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,8900.0,11,200.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220.0,Gasoline,9-Speed A/T,Blue,Beige,None reported,Yes,35500.0,5,255.0,4.0,Gasoline,0.6931471810599453
BMW,M3 Base,2002,117200.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,15000.0,23,333.0,6.0,Gasoline,1.1631508101181809
Ford,F-150 Lariat,2016,25000.0,E85 Flex Fuel,6-Speed A/T,Gray,Black,None reported,Yes,65000.0,9,385.0,8.0,Flex Fuel,1.6094379126341003
INFINITI,G37 Journey,2013,33300.0,Gasoline,A/T,Gray,Black,None reported,Yes,21990.0,12,328.0,6.0,Gasoline,1.3083328199204491
Ford,Expedition XLT,2007,123921.0,Gasoline,6-Speed A/T,White,Beige,None reported,Yes,6900.0,18,300.0,8.0,Gasoline,1.686398953755414
BMW,X3 sDrive30i,2021,12800.0,Gasoline,A/T,Blue,Blue,None reported,Yes,39990.0,4,248.0,4.0,Gasoline,0.6931471810599453
Aston,Martin Vantage GT Base,2015,21100.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,80000.0,10,430.0,8.0,Gasoline,1.547562508928779
Chevrolet,Tahoe LT,2009,104733.0,E85 Flex Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000.0,16,320.0,8.0,Flex Fuel,1.6677068207467554
Ford,Transit-250 Base,2020,53000.0,Gasoline,A/T,White,Black,At least 1 accident or damage reported,Yes,38500.0,5,310.0,6.0,Gasoline,1.2527629687810824
RAM,1500 Rebel,2020,63875.0,Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41900.0,5,395.0,8.0,Gasoline,1.7404661750159431
Ford,Maverick XL,2023,12500.0,Hybrid,A/T,Silver,Black,None reported,Yes,29999.0,2,191.0,4.0,Electric,0.9162907322741553
BMW,Z3 3.0i Roadster,2001,103990.0,Gasoline,5-Speed M/T,Black,Beige,None reported,Yes,10500.0,24,225.0,6.0,Gasoline,1.0986122890014431
Chevrolet,Camaro 1SS,2022,7000.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,50000.0,3,455.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Corvette Stingray w/3LT,2023,9000.0,Gasoline,8-Speed A/T,Blue,Black,None reported,Yes,92000.0,2,490.0,8.0,Gasoline,1.8245492922123363
Pontiac,Solstice GXP,2007,7800.0,Gasoline,5-Speed A/T,Silver,Black,None reported,Yes,19000.0,18,260.0,4.0,Gasoline,0.6931471810599453
Cadillac,XTS Luxury,2017,69289.0,Gasoline,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,20997.0,8,304.0,6.0,Gasoline,1.280933845739842
Toyota,Highlander Limited,2011,106000.0,Gasoline,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16600.0,14,270.0,6.0,Gasoline,1.2527629687810824
Lincoln,Navigator Reserve,2020,68000.0,Gasoline,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,55999.0,5,450.0,6.0,Gasoline,1.2527629687810824
Toyota,Highlander Hybrid Limited Platinum,2019,13828.0,Hybrid,CVT Transmission,Blue,Black,None reported,Yes,43000.0,6,306.0,6.0,Electric,1.2527629687810824
Jeep,Wrangler SE,2003,92000.0,Gasoline,M/T,Gold,Black,None reported,Yes,12500.0,22,150.0,4.0,Gasoline,0.8754687377705666
Toyota,Tacoma SR,2022,5020.0,Gasoline,A/T,Black,Gray,None reported,Yes,36500.0,3,278.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Trailblazer SS,2007,107800.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,18,395.0,8.0,Gasoline,1.7917594693947216
Audi,A5 2.0T Premium Plus,2019,23827.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,34995.0,6,248.0,4.0,Gasoline,0.6931471810599453
Audi,A6 55 Premium,2020,25300.0,Hybrid,7-Speed A/T,White,Beige,None reported,Yes,39900.0,5,335.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,Sprinter 2500,2016,399000.0,Diesel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,24500.0,9,188.0,6.0,Diesel,1.0986122890014431
Porsche,911 Carrera,2005,46200.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,49999.0,20,325.0,6.0,Gasoline,1.280933845739842
Chevrolet,Corvette Stingray w/2LT,2022,3158.0,Gasoline,8-Speed A/T,Red,Red,None reported,Yes,85989.0,3,490.0,8.0,Gasoline,1.8245492922123363
GMC,Acadia SLE,2021,26000.0,Gasoline,A/T,White,Black,None reported,Yes,30900.0,4,228.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Carrera,2020,12758.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,107900.0,5,379.0,6.0,Gasoline,1.0986122890014431
Ford,Mustang GT Premium,2018,26840.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,42500.0,7,460.0,8.0,Gasoline,1.6094379126341003
Cadillac,Escalade Luxury,2012,114500.0,E85 Flex Fuel,A/T,Black,Black,None reported,Yes,16100.0,13,403.0,8.0,Flex Fuel,1.8245492922123363
Chevrolet,Corvette Stingray w/3LT,2022,5400.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,89900.0,3,490.0,8.0,Gasoline,1.8245492922123363
Toyota,Corolla LE,2016,17500.0,Gasoline,A/T,Red,Gray,None reported,Yes,15100.0,9,132.0,4.0,Gasoline,0.5877866654576747
Chevrolet,Express 2500 Work Van,2017,56000.0,Gasoline,A/T,Blue,–,None reported,Yes,44600.0,8,285.0,8.0,Gasoline,1.5686159181221786
Chevrolet,Trax LS,2020,20800.0,Gasoline,6-Speed A/T,Black,Beige,None reported,Yes,19000.0,5,138.0,4.0,Gasoline,0.3364722373354986
Ford,F-150 Platinum,2018,37100.0,E85 Flex Fuel,10-Speed A/T,Black,Black,None reported,Yes,46000.0,7,395.0,8.0,Flex Fuel,1.6094379126341003
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813.0,Gasoline,8-Speed A/T,Silver,Beige,None reported,Yes,51900.0,6,380.0,6.0,Gasoline,1.0986122890014431
Kia,Sportage LX,2010,208321.0,Gasoline,A/T,White,Beige,None reported,Yes,3500.0,15,173.0,6.0,Gasoline,0.9932517733806538
MINI,Cooper S Base,2012,66000.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,10999.0,13,181.0,4.0,Gasoline,0.4700036298707357
Volvo,XC60 T6 Inscription,2019,20623.0,Gasoline,A/T,Silver,Black,None reported,Yes,36800.0,6,330.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354.0,Gasoline,7-Speed A/T,Blue,Black,None reported,Yes,73000.0,9,416.0,8.0,Gasoline,1.3862943613698906
Toyota,Avalon Hybrid XLE Premium,2015,161000.0,Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,11500.0,10,200.0,4.0,Electric,0.9162907322741553
Nissan,Juke SL,2012,74750.0,Gasoline,CVT Transmission,Black,Black,None reported,Yes,12500.0,13,188.0,4.0,Gasoline,0.4700036298707357
Porsche,911 Carrera 4,2013,67522.0,Gasoline,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,59500.0,12,350.0,6.0,Gasoline,1.2237754319162333
MINI,Cooper S Base,2012,152000.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,9000.0,13,181.0,4.0,Gasoline,0.4700036298707357
Subaru,Ascent Touring 7-Passenger,2019,71273.0,Gasoline,CVT Transmission,Black,Brown,None reported,Yes,23900.0,6,260.0,4.0,Gasoline,0.8754687377705666
Subaru,WRX STI Base,2017,37800.0,Gasoline,6-Speed M/T,Blue,Black,None reported,Yes,32500.0,8,305.0,4.0,Gasoline,0.9162907322741553
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101.0,Plug-In Hybrid,6-Speed A/T,White,–,None reported,Yes,44990.0,3,261.0,4.0,Electric,0.4700036298707357
Chevrolet,Corvette Stingray w/2LT,2022,7900.0,Gasoline,8-Speed A/T,White,Red,None reported,Yes,92500.0,3,490.0,8.0,Gasoline,1.8245492922123363
Nissan,Armada SV,2017,187141.0,Gasoline,A/T,Black,Black,None reported,Yes,16995.0,8,390.0,8.0,Gasoline,1.722766597919675
Porsche,Cayenne Turbo S,2014,99100.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,32000.0,11,550.0,8.0,Gasoline,1.5686159181221786
Subaru,Outback Touring XT,2021,33500.0,Gasoline,CVT Transmission,Blue,Brown,None reported,Yes,34000.0,4,260.0,4.0,Gasoline,0.8754687377705666
Acura,RLX Advance Package,2016,102665.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,15450.0,9,310.0,6.0,Gasoline,1.2527629687810824
Ford,Mustang GT,2001,52675.0,Gasoline,5-Speed M/T,Black,Black,None reported,Yes,16995.0,24,260.0,8.0,Gasoline,1.5260563037124406
BMW,330 i xDrive,2017,59203.0,Gasoline,A/T,White,–,None reported,Yes,23000.0,8,248.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,27000.0,16,382.0,8.0,Gasoline,1.7047480924202434
MINI,Cooper S Base,2007,118000.0,Gasoline,A/T,Beige,Black,None reported,Yes,3600.0,18,172.0,4.0,Gasoline,0.4700036298707357
Ford,Mustang EcoBoost,2021,17300.0,Gasoline,10-Speed A/T,Yellow,Black,None reported,Yes,31000.0,4,310.0,4.0,Gasoline,0.8329091233698865
Audi,RS 7 4.0T Prestige,2016,64800.0,Gasoline,8-Speed A/T,White,Brown,None reported,Yes,50000.0,9,560.0,8.0,Gasoline,1.3862943613698906
Volkswagen,Touareg TDI Lux,2015,15167.0,Diesel,8-Speed A/T,Gold,Black,None reported,Yes,35000.0,10,240.0,6.0,Diesel,1.0986122890014431
Porsche,Cayenne GTS,2016,64600.0,Gasoline,8-Speed A/T,White,Red,None reported,Yes,41000.0,9,440.0,6.0,Gasoline,1.280933845739842
Jeep,Grand Wagoneer Series III,2022,31112.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,83000.0,3,471.0,8.0,Gasoline,1.856297990521876
MINI,Cooper S Base,2011,63500.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,10500.0,14,181.0,4.0,Gasoline,0.4700036298707357
Chevrolet,Camaro Base,2001,64776.0,Gasoline,A/T,Black,Gray,None reported,Yes,7500.0,24,200.0,6.0,Gasoline,1.335001066995498
BMW,ALPINA B7 xDrive,2013,135000.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000.0,12,445.0,8.0,Gasoline,1.4816045411514882
Volvo,XC90 3.2 Premier Plus,2013,208864.0,Gasoline,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7500.0,12,240.0,6.0,Gasoline,1.1631508101181809
INFINITI,Q50 3.0T Premium,2016,49872.0,Gasoline,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,21500.0,9,300.0,6.0,Gasoline,1.0986122890014431
MINI,Cooper Base,2009,90367.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,9250.0,16,118.0,4.0,Gasoline,0.4700036298707357
Jeep,Gladiator Overland,2020,9100.0,Gasoline,8-Speed A/T,Red,Black,None reported,Yes,49895.0,5,285.0,6.0,Gasoline,1.280933845739842
Ford,Fusion Hybrid Base,2011,223824.0,Hybrid,A/T,White,Brown,At least 1 accident or damage reported,Yes,4500.0,14,156.0,4.0,Electric,0.9162907322741553
Audi,A6 2.0T Premium Plus,2016,96000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,21990.0,9,252.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000.0,Gasoline,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,10500.0,21,295.0,8.0,Gasoline,1.6677068207467554
Honda,Accord Hybrid Touring,2017,96400.0,Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,18500.0,8,212.0,4.0,Electric,0.6931471810599453
RAM,2500 SLT,2018,67865.0,Gasoline,6-Speed A/T,White,Gray,None reported,Yes,36500.0,7,410.0,8.0,Gasoline,1.856297990521876
Chevrolet,Colorado ZR2,2018,76500.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,33500.0,7,308.0,6.0,Gasoline,1.280933845739842
GMC,Sierra 2500 Denali,2017,96343.0,Diesel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,53000.0,8,445.0,8.0,Diesel,1.887069649183895
Jeep,Wrangler Unlimited Rubicon,2012,80000.0,Gasoline,A/T,Orange,Black,None reported,Yes,30000.0,13,285.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000.0,Gasoline,A/T,Blue,Beige,None reported,Yes,37999.0,4,255.0,4.0,Gasoline,0.6931471810599453
Porsche,911 Carrera S,2013,64000.0,Gasoline,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,67000.0,12,400.0,6.0,Gasoline,1.335001066995498
Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068.0,Gasoline,9-Speed A/T,White,Beige,None reported,Yes,46900.0,6,362.0,6.0,Gasoline,1.0986122890014431
Nissan,Armada Platinum,2022,8400.0,Gasoline,7-Speed A/T,Red,Beige,None reported,Yes,59950.0,3,400.0,8.0,Gasoline,1.722766597919675
Ford,Mustang Shelby GT500,2013,16478.0,Gasoline,6-Speed M/T,White,Black,None reported,Yes,66400.0,12,650.0,8.0,Gasoline,1.7578579177247875
Ford,F-150 XL,2018,52500.0,E85 Flex Fuel,A/T,Gray,Gray,None reported,Yes,35000.0,7,395.0,8.0,Flex Fuel,1.6094379126341003
Mitsubishi,Eclipse Spyder GT,2008,62930.0,Gasoline,A/T,Gray,Black,At least 1 accident or damage reported,Yes,10000.0,17,260.0,6.0,Gasoline,1.335001066995498
Lexus,GX 470 Base,2007,116600.0,Gasoline,5-Speed A/T,White,Gray,None reported,Yes,19975.0,18,263.0,8.0,Gasoline,1.547562508928779
Dodge,Dakota Big Horn/Lone Star,2010,172024.0,Gasoline,4-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,7500.0,15,210.0,6.0,Gasoline,1.3083328199204491
Jeep,Wrangler Sport,2012,57237.0,Gasoline,A/T,Black,Black,None reported,Yes,22500.0,13,285.0,6.0,Gasoline,1.280933845739842
Subaru,Outback Limited,2020,44600.0,Gasoline,CVT Transmission,Silver,Gray,None reported,Yes,28300.0,5,182.0,4.0,Gasoline,0.9162907322741553
Jeep,Wrangler Unlimited Rubicon,2013,181830.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,21000.0,12,285.0,6.0,Gasoline,1.280933845739842
Ford,F-350 XL,2017,156453.0,Diesel,6-Speed A/T,White,Beige,None reported,Yes,40000.0,8,440.0,8.0,Diesel,1.9021075265461744
Porsche,Cayenne Turbo S,2014,156193.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,36000.0,11,550.0,8.0,Gasoline,1.5686159181221786
BMW,X1 xDrive28i,2020,27989.0,Gasoline,A/T,Gray,Black,None reported,Yes,29000.0,5,228.0,4.0,Gasoline,0.6931471810599453
Toyota,4Runner Limited,2014,146700.0,Gasoline,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,24999.0,11,270.0,6.0,Gasoline,1.3862943613698906
GMC,Yukon Denali,2019,88450.0,Gasoline,10-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,42900.0,6,420.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000.0,Gasoline,A/T,White,Black,None reported,Yes,44900.0,5,355.0,8.0,Gasoline,1.6677068207467554
BMW,X5 xDrive50i,2013,58000.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,17900.0,12,400.0,8.0,Gasoline,1.4816045411514882
Audi,A6 55 Prestige,2021,22800.0,Hybrid,A/T,Blue,Brown,None reported,Yes,52000.0,4,335.0,6.0,Gasoline,1.0986122890014431
Subaru,Outback 2.5i Limited,2014,78007.0,Gasoline,A/T,Blue,Black,None reported,Yes,14750.0,11,173.0,4.0,Gasoline,0.9162907322741553
Ford,F-250 King Ranch,2020,36500.0,Diesel,10-Speed A/T,Gray,Brown,None reported,Yes,69900.0,5,475.0,8.0,Diesel,1.9021075265461744
Honda,CR-V EX,2004,156350.0,Gasoline,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,3990.0,21,160.0,4.0,Gasoline,0.8754687377705666
Lexus,GX 460 Luxury,2021,17710.0,Gasoline,A/T,White,Red,None reported,Yes,59000.0,4,301.0,8.0,Gasoline,1.5260563037124406
Ford,Explorer XLT,2013,149000.0,Gasoline,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,7850.0,12,290.0,6.0,Gasoline,1.2527629687810824
Subaru,Forester 2.5i Limited,2015,90000.0,Gasoline,CVT Transmission,Silver,Gray,None reported,Yes,16000.0,10,170.0,4.0,Gasoline,0.9162907322741553
Lexus,NX 200t Base,2015,124250.0,Gasoline,A/T,Gray,Orange,At least 1 accident or damage reported,Yes,17900.0,10,235.0,4.0,Gasoline,0.6931471810599453
Ford,F-250 Lariat,2017,50780.0,Diesel,6-Speed A/T,White,Black,None reported,Yes,61000.0,8,440.0,8.0,Diesel,1.9021075265461744
Porsche,911 Carrera C4S,2006,65000.0,Gasoline,6-Speed M/T,Blue,Gray,,,43000.0,19,355.0,6.0,Gasoline,1.335001066995498
Mercedes-Benz,E-Class E55 AMG,2005,131000.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,16500.0,20,469.0,8.0,Gasoline,1.686398953755414
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158.0,Plug-In Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,44900.0,4,400.0,4.0,Electric,0.6931471810599453
Audi,A6 3.0T Premium Plus,2016,72865.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0,9,333.0,6.0,Gasoline,1.0986122890014431
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563.0,Gasoline,7-Speed A/T,Blue,Black,None reported,Yes,18995.0,11,302.0,6.0,Gasoline,1.2527629687810824
Nissan,Juke SL,2012,72639.0,Gasoline,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,15000.0,13,188.0,4.0,Gasoline,0.4700036298707357
Mercedes-Benz,CLS-Class CLS 550,2012,79000.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,19999.0,13,402.0,8.0,Gasoline,1.5260563037124406
